year,doy,hr,B_nT,Bx_GSE_nT,By_GSM_nT,Bz_GSM_nT,T_K,P,V,Kp_x10,R,Dst_nT,Ap_nT,F10.7,AE,AL,AU,Pc,Lyman_alpha
2017,104,5,7.7,-6.7,0.2,-3.2,9081,4.4,404,33,19,-18,18,73.3,419,-276,143,999.9,3.71
2017,104,6,7.9,-6.1,4.4,-2.5,9419,2.1,410,27,19,-18,12,73.3,253,-148,106,999.9,3.71
2017,104,7,7.9,-5.6,4.9,-2.7,9499,1.8,411,27,19,-17,12,73.3,126,-70,56,999.9,3.71
2017,104,8,7.8,-4.9,5.5,-2.6,9529,2.4,407,27,19,-16,12,73.3,298,-235,63,999.9,3.71
2017,104,9,7.7,-5.2,4.2,-3.8,9663,4.7,402,20,19,-14,7,73.3,357,-236,121,999.9,3.71
2017,104,10,7.7,-5.3,4,-3.9,11368,5.6,397,20,19,-11,7,73.3,500,-330,171,999.9,3.71
2017,104,11,7.7,-4.5,4.3,-4.4,13671,8.8,396,20,19,-5,7,73.3,612,-396,216,999.9,3.71
2017,104,12,7.9,-4.3,4.3,-5,16066,7.5,394,27,19,-6,12,73.3,618,-468,150,999.9,3.71
2017,104,13,7.8,-5,3.9,-4.3,15196,6.9,396,27,19,-10,12,73.3,500,-384,115,999.9,3.71
2017,104,14,7.5,-4.7,3.3,-4.7,16093,6.7,390,27,19,-12,12,73.3,472,-334,138,999.9,3.71
2017,104,15,7.1,-3.7,2.8,-5.4,18947,7.2,388,20,19,-13,7,73.3,479,-318,161,999.9,3.71
2017,104,16,6.5,-3.6,2.5,-4.8,19761,10.1,384,20,19,-16,7,73.3,582,-390,191,999.9,3.71
2017,104,17,6.5,-3.3,2.4,-5.1,18947,8.5,382,20,19,-23,7,73.3,526,-386,140,999.9,3.71
2017,104,18,6.3,-3.3,1.8,-5,18866,8.9,380,27,19,-25,12,73.3,579,-354,225,999.9,3.71
2017,104,19,6.4,-3.6,0.5,-5.3,19563,6.8,377,27,19,-23,12,73.3,517,-342,174,999.9,3.71
2017,104,20,6.3,-4,0.3,-4.8,21791,6.5,377,27,19,-25,12,73.3,585,-431,154,999.9,3.71
2017,104,21,6.2,-3.9,0.5,-4.6,22537,8.4,369,20,19,-23,7,73.3,436,-255,181,999.9,3.71
2017,104,22,6.2,-3.4,2.9,-4.2,16484,9.9,366,20,19,-21,7,73.3,486,-298,188,999.9,3.71
2017,104,23,5.3,-2.4,2.4,-3.9,23726,7.3,365,20,19,-23,7,73.3,444,-264,180,999.9,3.71
2017,105,0,4.6,-0.8,0.9,-4.2,25344,6.7,347,33,0,-22,18,73.5,362,-203,159,999.9,3.7
2017,105,1,3.7,1.3,0,-2.9,42960,6.6,326,33,0,-19,18,73.5,274,-161,114,999.9,3.7
2017,105,2,3.9,1,-1.1,-3.3,24232,5.2,329,33,0,-17,18,73.5,363,-232,131,999.9,3.7
2017,105,3,4,1.6,-1.8,-2.7,25620,6.2,331,20,0,-14,7,73.5,297,-195,102,999.9,3.7
2017,105,4,4.3,2.4,-2.6,-1.9,22333,5.6,330,20,0,-14,7,73.5,208,-124,85,999.9,3.7
2017,105,5,4.6,3,-1.9,-2.7,19644,5.5,327,20,0,-14,7,73.5,179,-89,90,999.9,3.7
2017,105,6,5.1,2.6,-2.7,-3.2,20265,5.3,332,17,0,-12,6,73.5,243,-178,65,999.9,3.7
2017,105,7,5.4,3.4,-4,0.1,18421,5.5,331,17,0,-10,6,73.5,99,-43,56,999.9,3.7
2017,105,8,5.7,3,-4.3,1.6,19320,6,336,17,0,-7,6,73.5,68,-19,49,999.9,3.7
2017,105,9,5.1,3.4,-1.6,2.7,21121,6.4,337,3,0,-6,2,73.5,47,-19,28,999.9,3.7
2017,105,10,4.7,3.8,-1.7,2,21322,5.7,337,3,0,-5,2,73.5,33,-14,20,999.9,3.7
2017,105,11,4.8,3.3,-2.5,1.4,20456,6.3,338,3,0,-2,2,73.5,33,-17,16,999.9,3.7
2017,105,12,4.3,2,-2,0.5,22883,8,344,7,0,3,3,73.5,42,-19,23,999.9,3.7
2017,105,13,4.4,4.1,-0.9,0.8,52358,7.3,337,7,0,4,3,73.5,44,-24,20,999.9,3.7
2017,105,14,4.3,3.5,1.2,-1.6,41723,7,338,7,0,7,3,73.5,94,-39,54,999.9,3.7
2017,105,15,4.2,0.8,-0.2,-3.3,23424,6.8,346,7,0,6,3,73.5,63,-45,18,999.9,3.7
2017,105,16,3.8,1.1,-0.8,-2.7,23881,6.4,342,7,0,2,3,73.5,206,-172,34,999.9,3.7
2017,105,17,3.7,2.2,-2.3,-1.2,24224,5.6,339,7,0,-2,3,73.5,191,-148,43,999.9,3.7
2017,105,18,4.3,3.4,-2,-1.4,22662,5.2,333,13,0,-4,5,73.5,140,-95,46,999.9,3.7
2017,105,19,4.5,3.7,-2.2,-1.2,22168,5.1,329,13,0,-4,5,73.5,73,-43,30,999.9,3.7
2017,105,20,4.6,4.1,-1.8,-1,22858,5.3,325,13,0,-4,5,73.5,48,-24,24,999.9,3.7
2017,105,21,4.7,4.2,-2,0.1,22242,5.4,324,3,0,-2,2,73.5,29,-10,18,999.9,3.7
2017,105,22,4.7,4,-2.1,-0.1,22302,5.5,324,3,0,-2,2,73.5,33,-18,15,999.9,3.7
2017,105,23,4.3,3.4,-2.1,-1.4,21752,5.6,326,3,0,0,2,73.5,74,-46,28,999.9,3.7
2017,106,0,3.4,2.3,-1.5,-1.9,20684,7.6,325,7,0,2,3,75,71,-28,43,999.9,3.68
2017,106,1,3.4,1.6,-1.2,-2.7,17542,7.9,328,7,0,2,3,75,63,-17,46,999.9,3.68
2017,106,2,3.3,2,-1.6,-1.7,16961,8.3,325,7,0,2,3,75,89,-31,58,999.9,3.68
2017,106,3,3.1,2.6,-1.2,-0.9,17034,8.7,321,7,0,3,3,75,74,-24,50,999.9,3.68
2017,106,4,3.4,2.9,-1.2,-0.4,16410,8.3,318,7,0,2,3,75,60,-10,50,999.9,3.68
2017,106,5,3.2,2.2,-1.8,0.5,16616,9.1,324,7,0,1,3,75,47,-14,33,999.9,3.68
2017,106,6,4.5,-0.9,-1.4,-2.4,21081,6.4,336,13,0,2,5,75,110,-51,60,999.9,3.68
2017,106,7,4.5,-2.3,0.5,-2.7,37826,4.5,350,13,0,-1,5,75,162,-115,47,999.9,3.68
2017,106,8,3.7,-2.4,-1.5,-2.1,44369,4.5,348,13,0,-4,5,75,209,-155,54,999.9,3.68
2017,106,9,3.6,-2.8,-1.2,-1.4,47479,4.4,357,10,0,-6,4,75,222,-140,83,999.9,3.68
2017,106,10,3.8,-3.5,0.1,-1.2,59296,4.4,358,10,0,-6,4,75,77,-45,31,999.9,3.68
2017,106,11,3.4,-3.3,-0.2,-0.6,55492,4.1,354,10,0,-4,4,75,46,-19,27,999.9,3.68
2017,106,12,3.4,-3,0.1,-1.2,70506,4.1,359,3,0,-1,2,75,38,-19,20,999.9,3.68
2017,106,13,3.5,-3.3,-0.1,-0.9,77547,4.2,356,3,0,-1,2,75,35,-20,15,999.9,3.68
2017,106,14,3.5,-3.3,-0.8,-0.6,66863,4.2,354,3,0,-1,2,75,33,-23,10,999.9,3.68
2017,106,15,3.4,-3.2,-0.9,0.1,53993,4.3,352,3,0,-1,2,75,41,-29,12,999.9,3.68
2017,106,16,3.6,-3.2,-0.1,1.1,47821,3.9,349,3,0,-2,2,75,27,-20,7,999.9,3.68
2017,106,17,3.7,-2.9,-0.3,1.5,40540,4.1,350,3,0,-1,2,75,35,-25,10,999.9,3.68
2017,106,18,4.3,-0.5,-4,-1.7,14849,5.7,343,10,0,4,4,75,56,-26,30,999.9,3.68
2017,106,19,4.3,-0.1,-3.8,-2.1,13964,6.5,343,10,0,4,4,75,157,-110,47,999.9,3.68
2017,106,20,4.3,0.5,-3.7,-1.7,14200,7.1,343,10,0,2,4,75,106,-57,49,999.9,3.68
2017,106,21,3.8,1,-2.9,-1.7,14350,8.3,326,10,0,-1,4,75,139,-94,45,999.9,3.68
2017,106,22,1.8,0.7,-1.4,-0.8,14731,11.8,319,10,0,0,4,75,58,-26,32,999.9,3.68
2017,106,23,3.2,1.5,-2.6,-1.2,11862,11.1,313,10,0,2,4,75,38,-16,22,999.9,3.68
2017,107,0,3.1,2,-1.7,-1.5,9976,12.2,305,3,0,4,2,75.8,40,-17,24,999.9,3.7
2017,107,1,3.8,2.6,-2.5,-1,9088,11.7,300,3,0,4,2,75.8,41,-16,24,999.9,3.7
2017,107,2,4.1,2.7,-3,-0.5,8977,12,297,3,0,5,2,75.8,46,-13,33,999.9,3.7
2017,107,3,4.3,2.7,-3.4,0,8846,11.9,296,3,0,6,2,75.8,64,-13,51,999.9,3.7
2017,107,4,4.6,2.5,-3.7,0.7,9099,11.8,296,3,0,7,2,75.8,58,-11,47,999.9,3.7
2017,107,5,5.2,-0.6,-4,-1.6,11880,9.3,305,3,0,6,2,75.8,61,-16,44,999.9,3.7
2017,107,6,4.8,-1.9,-3.4,-2.7,18550,7.5,316,13,0,5,5,75.8,108,-34,74,999.9,3.7
2017,107,7,4.4,-3.2,-0.8,-2.7,28764,6.2,318,13,0,2,5,75.8,217,-160,57,999.9,3.7
2017,107,8,4.4,-3.7,0.7,-2,34701,5.6,317,13,0,2,5,75.8,203,-138,66,999.9,3.7
2017,107,9,4.4,-3.8,1.4,-1.4,39165,6,317,7,0,3,3,75.8,74,-26,48,999.9,3.7
2017,107,10,4.5,-4,1.7,-0.8,40476,6,315,7,0,4,3,75.8,41,-19,22,999.9,3.7
2017,107,11,4.4,-3.5,2,-1.4,32407,5.7,314,7,0,4,3,75.8,49,-26,24,999.9,3.7
2017,107,12,4.6,-2.8,2.4,-1.8,21951,5,314,13,0,2,5,75.8,89,-54,36,999.9,3.7
2017,107,13,4.5,-2.6,3.1,-0.9,23182,5.6,315,13,0,2,5,75.8,52,-27,25,999.9,3.7
2017,107,14,3.8,-1.4,-1.1,-3.1,24676,7.2,318,13,0,2,5,75.8,94,-49,45,999.9,3.7
2017,107,15,3.6,-2.3,2.5,0.1,27826,7.6,310,7,0,1,3,75.8,60,-41,19,999.9,3.7
2017,107,16,3.7,-1.3,3.2,1.1,24146,7.7,315,7,0,1,3,75.8,98,-84,15,999.9,3.7
2017,107,17,3.8,-1.6,3.3,-0.4,24272,7.5,313,7,0,2,3,75.8,35,-19,17,999.9,3.7
2017,107,18,3.7,-1.3,2.9,-1,27351,7.9,315,7,0,1,3,75.8,30,-8,23,999.9,3.7
2017,107,19,3.6,-1.8,2.5,1.2,28404,8.2,314,7,0,2,3,75.8,36,-10,26,999.9,3.7
2017,107,20,3.6,-1.7,2.7,0.3,26962,8.4,316,7,0,4,3,75.8,38,-17,20,999.9,3.7
2017,107,21,3.6,-0.2,1.8,0.6,25872,8.3,319,10,0,5,4,75.8,33,-7,26,999.9,3.7
2017,107,22,3.6,-0.9,3.1,-0.9,24413,8.5,317,10,0,4,4,75.8,47,-22,25,999.9,3.7
2017,107,23,3.1,-0.6,2.3,-1.2,26027,8.9,317,10,0,4,4,75.8,44,-25,19,999.9,3.7
2017,108,0,3.3,-0.6,2.2,-2.2,24661,8.8,317,23,23,7,9,86.4,113,-75,38,999.9,3.72
2017,108,1,3.4,-1.9,1.7,-1.2,28127,9.2,316,23,23,8,9,86.4,65,-37,28,999.9,3.72
2017,108,2,3.2,-2.2,0.6,0.8,33103,9.5,312,23,23,9,9,86.4,24,-9,15,999.9,3.72
2017,108,3,3.1,-2.1,-1.2,1.3,32457,9.4,311,3,23,11,2,86.4,24,-8,16,999.9,3.72
2017,108,4,3.2,-2.7,0.7,1.2,35782,9.8,311,3,23,10,2,86.4,25,-8,17,999.9,3.72
2017,108,5,2.8,-1.8,1.6,-0.1,30524,10.7,316,3,23,10,2,86.4,39,-11,28,999.9,3.72
2017,108,6,2.6,-1.1,1.3,1.3,24238,11,319,3,23,11,2,86.4,47,-15,32,999.9,3.72
2017,108,7,2.8,-0.9,1.2,2,23728,11.8,319,3,23,15,2,86.4,51,-18,33,999.9,3.72
2017,108,8,4.2,-2.1,2.5,1.3,28563,16.6,327,3,23,19,2,86.4,52,-12,40,999.9,3.72
2017,108,9,4.3,-1.4,3.7,0.8,23130,15.4,329,7,23,17,3,86.4,44,-14,30,999.9,3.72
2017,108,10,4.3,-3,2.6,-1.7,22976,14.4,320,7,23,16,3,86.4,71,-32,39,999.9,3.72
2017,108,11,4,-0.9,3,-2.3,18263,14.6,321,7,23,12,3,86.4,205,-117,88,999.9,3.72
2017,108,12,4.1,-2.4,1.4,-2.8,18294,13.9,316,10,23,8,4,86.4,382,-255,127,999.9,3.72
2017,108,13,4.2,-3.1,1.6,-0.9,20816,14.5,311,10,23,6,4,86.4,163,-97,66,999.9,3.72
2017,108,14,3.4,-1.7,0.3,2.4,20073,14.3,311,10,23,7,4,86.4,51,-19,31,999.9,3.72
2017,108,15,3.2,-1,0.7,2.8,17154,12.9,309,13,23,9,5,86.4,40,-14,26,999.9,3.72
2017,108,16,4.1,-0.7,1.2,3.6,18951,17.6,315,13,23,15,5,86.4,27,-5,22,999.9,3.72
2017,108,17,4.3,-1.7,3.7,0.6,15373,19.8,315,13,23,16,5,86.4,29,-10,19,999.9,3.72
2017,108,18,4.8,-1.6,4.3,0.8,14157,22.6,316,17,23,17,6,86.4,33,-8,25,999.9,3.72
2017,108,19,5.5,-1.6,3.8,0.1,20415,30.4,325,17,23,24,6,86.4,54,-18,36,999.9,3.72
2017,108,20,7,-3.6,3.6,4,32106,39.8,329,17,23,28,6,86.4,82,-15,66,999.9,3.72
2017,108,21,6.6,-2.9,-1.7,1.5,46848,44.6,331,30,23,32,15,86.4,62,-14,48,999.9,3.72
2017,108,22,5.8,1.2,-2.3,-0.7,57365,42.5,344,30,23,28,15,86.4,73,-16,57,999.9,3.72
2017,108,23,10.1,-2.1,5.8,2.8,71266,28.1,353,30,23,20,15,86.4,175,-88,87,999.9,3.72
2017,109,0,11.9,2.9,-3,10.1,60694,22.2,357,30,15,22,15,81.6,178,-107,72,999.9,3.77
2017,109,1,8,0.9,-3.4,-3.8,98471,22.2,351,30,15,19,15,81.6,120,-37,83,999.9,3.77
2017,109,2,10.3,-6.1,3.5,-5.3,183807,10.1,382,30,15,6,15,81.6,278,-168,110,999.9,3.77
2017,109,3,10.9,-7.4,5.8,-3.9,178352,10.8,415,43,15,-6,32,81.6,461,-295,167,999.9,3.77
2017,109,4,10.8,-5.5,7,-3.6,175543,9.2,427,43,15,-22,32,81.6,420,-242,178,999.9,3.77
2017,109,5,10.8,-7.1,7.2,-3.1,176899,8.6,426,43,15,-27,32,81.6,701,-397,305,999.9,3.77
2017,109,6,11,-7.1,7.8,-0.8,147093,8.4,425,33,15,-19,18,81.6,428,-247,181,999.9,3.77
2017,109,7,11.1,-7.3,7.9,-2.5,120580,7,413,33,15,-18,18,81.6,194,-79,115,999.9,3.77
2017,109,8,12,-7.8,9,0.1,81194,6,408,33,15,-19,18,81.6,183,-72,112,999.9,3.77
2017,109,9,10.2,-3.1,2.8,7.2,101324,9.5,392,13,15,-11,5,81.6,163,-104,59,999.9,3.77
2017,109,10,9.6,-4.7,5.4,4.4,120977,9.3,376,13,15,-6,5,81.6,71,-48,24,999.9,3.77
2017,109,11,9.9,-5.2,6.4,3.3,121802,9.6,379,13,15,-7,5,81.6,43,-28,15,999.9,3.77
2017,109,12,9.4,-6,6.3,1.8,125761,7.9,370,7,15,-6,3,81.6,38,-17,21,999.9,3.77
2017,109,13,10.4,-5.1,7.4,4.3,126547,7.4,378,7,15,-5,3,81.6,45,-8,37,999.9,3.77
2017,109,14,11,-5.3,8.9,2.3,100850,7.6,387,7,15,-4,3,81.6,56,-13,43,999.9,3.77
2017,109,15,11.1,-1.7,10,1,91968,10,404,20,15,2,7,81.6,104,-65,39,999.9,3.77
2017,109,16,11.6,-4.1,10.7,0.7,91048,9.7,401,20,15,3,7,81.6,145,-106,39,999.9,3.77
2017,109,17,11.5,-3.5,9.3,0.9,118632,10.9,409,20,15,3,7,81.6,128,-66,62,999.9,3.77
2017,109,18,10.3,-3.4,5.9,6.1,235048,8.5,439,30,15,0,15,81.6,155,-98,57,999.9,3.77
2017,109,19,11.7,-2.3,10.2,-2.2,270648,8.4,450,30,15,3,15,81.6,120,-53,67,999.9,3.77
2017,109,20,13.7,-3,11.7,4.9,247263,7.5,453,30,15,-3,15,81.6,307,-188,119,999.9,3.77
2017,109,21,14.3,-5,10.2,8.1,176876,7.6,448,30,15,5,15,81.6,187,-128,59,999.9,3.77
2017,109,22,15.3,-8.7,11.2,4.6,157809,9.7,447,30,15,11,15,81.6,80,-20,59,999.9,3.77
2017,109,23,14.5,-8,10.8,2,118100,14.1,447,30,15,16,15,81.6,103,-42,61,999.9,3.77
2017,110,0,12.4,-5.7,6.1,-4.6,198315,12.7,476,47,28,10,39,81.4,360,-226,134,999.9,3.81
2017,110,1,8.8,0.6,-1.4,3.2,193688,13.8,505,47,28,-10,39,81.4,638,-513,125,999.9,3.81
2017,110,2,10,-1,-2.1,-4.9,220130,9.7,540,47,28,-17,39,81.4,664,-443,221,999.9,3.81
2017,110,3,9.6,-5.4,1.9,-6.8,359999,8.8,537,57,28,-29,67,81.4,1009,-629,380,999.9,3.81
2017,110,4,10.3,-4.5,7.5,-1.3,367785,9,535,57,28,-39,67,81.4,814,-513,301,999.9,3.81
2017,110,5,9.4,-2,3.5,-1.7,377286,10.2,533,57,28,-35,67,81.4,412,-242,170,999.9,3.81
2017,110,6,8.4,-2.5,6.3,0,395126,10.4,516,40,28,-39,27,81.4,556,-271,285,999.9,3.81
2017,110,7,8.1,3,5.7,2.8,332684,8.7,538,40,28,-32,27,81.4,659,-461,197,999.9,3.81
2017,110,8,8.7,-3.4,7,0.8,283774,7.7,521,40,28,-24,27,81.4,212,-132,80,999.9,3.81
2017,110,9,8.2,-2.7,4.3,-2.7,289812,6.7,533,47,28,-26,39,81.4,458,-303,156,999.9,3.81
2017,110,10,7.1,-1.9,3.7,-3.2,253354,5.6,559,47,28,-25,39,81.4,863,-715,147,999.9,3.81
2017,110,11,5.4,-2,0.2,-1.1,211690,4.5,592,47,28,-28,39,81.4,460,-363,97,999.9,3.81
2017,110,12,4.5,-2.3,-3.2,0.4,149922,3.3,605,33,28,-28,18,81.4,566,-449,117,999.9,3.81
2017,110,13,4.5,-3.5,-0.8,2,124343,2.8,592,33,28,-23,18,81.4,354,-234,120,999.9,3.81
2017,110,14,4.2,-2.9,0.5,2,109895,2.8,588,33,28,-21,18,81.4,91,-30,61,999.9,3.81
2017,110,15,4.3,-3.3,-0.3,0.5,99620,3.1,583,27,28,-21,12,81.4,50,-13,37,999.9,3.81
2017,110,16,4.2,-2.6,1.4,0.4,96986,2.8,582,27,28,-22,12,81.4,146,-107,39,999.9,3.81
2017,110,17,4.2,-3,0.2,-0.8,96185,2.6,578,27,28,-25,12,81.4,270,-200,71,999.9,3.81
2017,110,18,4.3,-3.3,1.5,-1.8,75000,2.4,567,30,28,-25,15,81.4,365,-274,91,999.9,3.81
2017,110,19,4.1,-3.4,1.4,-0.7,63799,2,559,30,28,-22,15,81.4,292,-246,46,999.9,3.81
2017,110,20,3.9,-3.3,1.4,-0.3,56721,1.8,558,30,28,-22,15,81.4,115,-66,49,999.9,3.81
2017,110,21,3.9,-3.6,-0.2,-0.1,57191,2,557,23,28,-14,9,81.4,271,-200,72,999.9,3.81
2017,110,22,3.9,-3.7,-0.3,-1,60939,2,557,23,28,-14,9,81.4,190,-126,64,999.9,3.81
2017,110,23,3.7,-3.6,0,-0.4,68686,2,552,23,28,-14,9,81.4,48,-7,41,999.9,3.81
2017,111,0,3.7,-3.6,0.6,-0.2,63298,1.8,546,3,40,-12,2,83.1,30,-9,21,999.9,3.84
2017,111,1,3.6,-3.5,0.4,0,60959,2.5,546,3,40,-11,2,83.1,34,-17,18,999.9,3.84
2017,111,2,3.7,-3.6,0.2,0.1,69049,2.3,545,3,40,-13,2,83.1,28,-16,12,999.9,3.84
2017,111,3,3.9,-0.5,2.4,0.9,70056,1.8,561,13,40,-11,5,83.1,39,-20,19,999.9,3.84
2017,111,4,3.9,0.1,2.1,0.7,81295,2.2,564,13,40,-11,5,83.1,48,-17,30,999.9,3.84
2017,111,5,4.3,-2.8,-0.5,0.3,67730,1.9,530,13,40,-10,5,83.1,68,-23,45,999.9,3.84
2017,111,6,4.5,-3.8,-0.7,0,68708,2,511,10,40,-8,4,83.1,109,-49,60,999.9,3.84
2017,111,7,4.8,-4.6,-0.4,0.9,45783,1.7,499,10,40,-7,4,83.1,88,-52,36,999.9,3.84
2017,111,8,4.8,-4.7,0.2,0.7,41619,1.7,493,10,40,-5,4,83.1,51,-26,25,999.9,3.84
2017,111,9,4.6,-4.2,-0.3,1.8,50890,1.8,493,3,40,-6,2,83.1,47,-29,18,999.9,3.84
2017,111,10,4.7,-4.5,0.8,0.7,58635,2,488,3,40,-5,2,83.1,40,-24,17,999.9,3.84
2017,111,11,4.7,-4,1.6,-1.2,92345,2.6,486,3,40,-7,2,83.1,36,-23,13,999.9,3.84
2017,111,12,6.2,-4.3,3.2,-0.9,143506,3.5,509,17,40,-1,6,83.1,100,-59,42,999.9,3.84
2017,111,13,7.6,-4.3,5.8,-1.6,137093,2.7,538,17,40,-4,6,83.1,256,-158,98,999.9,3.84
2017,111,14,8.2,-3.7,6.9,-2.2,76483,5,537,17,40,0,6,83.1,532,-465,67,999.9,3.84
2017,111,15,8.4,-5.4,5.6,0.5,89043,10.3,536,43,40,8,32,83.1,413,-371,43,999.9,3.84
2017,111,16,10.3,-2,-1.6,1.3,118140,13.9,548,43,40,10,32,83.1,420,-294,126,999.9,3.84
2017,111,17,13.1,3.8,-10.4,-1.1,210682,8.2,568,43,40,3,32,83.1,397,-241,156,999.9,3.84
2017,111,18,10,4,-7.9,-1.5,368867,8.4,594,50,40,-7,48,83.1,584,-382,203,999.9,3.84
2017,111,19,9.4,4.4,-2.7,-5.6,355986,8.2,604,50,40,-12,48,83.1,723,-439,284,999.9,3.84
2017,111,20,8.8,4.2,2.8,2.9,324780,7.8,612,50,40,-23,48,83.1,718,-470,248,999.9,3.84
2017,111,21,8.6,3.9,-5.4,-3.4,279052,5.6,636,47,40,-37,39,83.1,775,-536,239,999.9,3.84
2017,111,22,6.7,3,-3.1,-1.4,291265,5.5,657,47,40,-36,39,83.1,598,-350,248,999.9,3.84
2017,111,23,7.4,6.2,1.5,-1.1,227474,5.9,639,47,40,-33,39,83.1,518,-288,231,999.9,3.84
2017,112,0,7.8,6,2,2.6,234053,5.6,638,50,30,-28,48,84.5,401,-248,153,999.9,3.87
2017,112,1,7.9,4.8,-0.4,-2.6,225517,6.1,644,50,30,-24,48,84.5,217,-106,111,999.9,3.87
2017,112,2,7,4.2,0.4,-1.1,234169,5.2,656,50,30,-27,48,84.5,786,-585,201,999.9,3.87
2017,112,3,7.5,4.2,-1.5,-4.7,250245,5.2,663,57,30,-33,67,84.5,706,-530,177,999.9,3.87
2017,112,4,7.7,3.9,-3.2,-2.8,316877,5.4,674,57,30,-46,67,84.5,782,-595,186,999.9,3.87
2017,112,5,5.7,4.2,1,0,453285,4.9,695,57,30,-35,67,84.5,495,-200,295,999.9,3.87
2017,112,6,5.5,4.4,1,0.8,442976,4.6,700,50,30,-30,48,84.5,446,-196,250,999.9,3.87
2017,112,7,6.4,5,-0.6,-0.4,401591,4.8,698,50,30,-32,48,84.5,864,-560,303,999.9,3.87
2017,112,8,8.2,4.8,-1.8,-4.7,352671,5.2,700,50,30,-42,48,84.5,776,-670,106,999.9,3.87
2017,112,9,8.6,3.5,-5.3,-4.3,358645,5.6,698,50,30,-45,48,84.5,971,-901,69,999.9,3.87
2017,112,10,8.2,4.2,-4.8,-2.6,342828,5.8,694,50,30,-44,48,84.5,712,-572,140,999.9,3.87
2017,112,11,7.8,4.5,-3.3,-0.6,349435,5.7,684,50,30,-39,48,84.5,391,-275,116,999.9,3.87
2017,112,12,8.6,7,-2.3,2.1,268335,5.8,662,50,30,-27,48,84.5,262,-136,126,999.9,3.87
2017,112,13,8.4,5.5,-1.6,-4.8,238442,6,677,50,30,-28,48,84.5,883,-574,309,999.9,3.87
2017,112,14,8,5.7,-1.3,-4.8,217807,5.5,673,50,30,-42,48,84.5,1043,-759,283,999.9,3.87
2017,112,15,6.5,3.5,-1.3,-3.2,216224,4,683,47,30,-49,39,84.5,971,-685,286,999.9,3.87
2017,112,16,5.2,2.4,1.2,-1.9,239831,3.2,715,47,30,-50,39,84.5,894,-634,261,999.9,3.87
2017,112,17,5,3.3,-0.7,-2.3,208577,3.2,713,47,30,-41,39,84.5,438,-275,164,999.9,3.87
2017,112,18,5.3,4.4,-1.6,0.1,187840,3.7,702,37,30,-43,22,84.5,499,-332,167,999.9,3.87
2017,112,19,6.1,4.9,-1.8,-1,186670,3.7,699,37,30,-39,22,84.5,532,-388,144,999.9,3.87
2017,112,20,6.4,2.4,-5.1,1.2,255819,3.3,728,37,30,-38,22,84.5,398,-280,117,999.9,3.87
2017,112,21,6.8,3.1,-4.5,1.4,271093,3.3,721,53,30,-34,56,84.5,422,-223,199,999.9,3.87
2017,112,22,7.7,2.5,-4.7,-4.4,283567,3.7,722,53,30,-32,56,84.5,830,-601,230,999.9,3.87
2017,112,23,7.5,3.1,-3.3,-5.2,251061,3.8,712,53,30,-46,56,84.5,825,-670,155,999.9,3.87
2017,113,0,7.5,5.4,-0.1,-2.8,279822,4.8,696,40,43,-38,27,83.4,433,-272,161,999.9,3.92
2017,113,1,7.9,5.1,0.9,-3.6,290466,5,691,40,43,-27,27,83.4,179,-102,76,999.9,3.92
2017,113,2,7.8,4,-2.5,-3.8,279024,5.1,689,40,43,-27,27,83.4,300,-178,122,999.9,3.92
2017,113,3,8.4,4.8,-2.8,-0.8,266069,5.6,675,40,43,-29,27,83.4,460,-269,191,999.9,3.92
2017,113,4,8.6,4.5,-2.8,-2.8,294218,5.6,682,40,43,-31,27,83.4,690,-525,165,999.9,3.92
2017,113,5,6.6,5.3,-0.1,-1.3,173425,3.8,692,40,43,-37,27,83.4,534,-388,146,999.9,3.92
2017,113,6,6.7,3.7,0.7,-0.9,246199,3.9,711,53,43,-38,56,83.4,479,-243,236,999.9,3.92
2017,113,7,6.9,2,1.9,-4,253425,4,726,53,43,-33,56,83.4,780,-515,265,999.9,3.92
2017,113,8,6.9,3.7,-1.4,-4.5,313181,3.3,726,53,43,-44,56,83.4,847,-737,110,999.9,3.92
2017,113,9,6.4,5,-1.7,-1.2,306652,3.5,709,43,43,-39,32,83.4,657,-497,161,999.9,3.92
2017,113,10,6.7,3.8,-4.2,2.3,340319,3.4,723,43,43,-36,32,83.4,290,-119,171,999.9,3.92
2017,113,11,6.7,3.1,-4.8,1.9,346103,3.6,729,43,43,-26,32,83.4,216,-85,132,999.9,3.92
2017,113,12,6.5,3.6,-3.1,1.5,327903,3.7,733,50,43,-25,48,83.4,468,-358,110,999.9,3.92
2017,113,13,7,4.6,-3.6,-3.1,280154,3.2,718,50,43,-33,48,83.4,830,-625,204,999.9,3.92
2017,113,14,5.7,2.8,-3,-0.9,312646,3,738,50,43,-37,48,83.4,833,-588,245,999.9,3.92
2017,113,15,5.4,1.9,-2.5,-2.6,296445,2.7,748,47,43,-36,39,83.4,810,-600,210,999.9,3.92
2017,113,16,5.6,2.2,-2.4,-2.6,298914,2.7,757,47,43,-39,39,83.4,916,-646,270,999.9,3.92
2017,113,17,5.4,2.2,-3.1,-0.6,271204,2.6,759,47,43,-37,39,83.4,532,-384,148,999.9,3.92
2017,113,18,5.3,2.2,-3.2,-0.8,269775,2.5,762,40,43,-35,27,83.4,435,-274,161,999.9,3.92
