year,doy,hr,B_nT,Bx_GSE_nT,By_GSM_nT,Bz_GSM_nT,T_K,P,V,Kp_x10,R,Dst_nT,Ap_nT,F10.7,AE,AL,AU,Pc,Lyman_alpha
2017,1,0,7.1,-5.8,-0.5,-2.5,149703,6.9,551,33,12,-12,18,70.1,132,-81,51,999.9,3.73
2017,1,1,6.5,-4.6,-0.6,-3.5,170252,7,553,33,12,-13,18,70.1,329,-240,89,999.9,3.73
2017,1,2,5.8,-4.4,1.3,-3,159322,6.3,550,33,12,-16,18,70.1,336,-235,100,999.9,3.73
2017,1,3,6.2,-5.4,2,-0.1,149262,5.6,536,37,12,-23,22,70.1,357,-267,90,999.9,3.73
2017,1,4,6.7,-1,-3.3,-2.8,149890,5.6,543,37,12,-29,22,70.1,439,-285,154,999.9,3.73
2017,1,5,5.6,-0.2,1,-4,164122,4.9,542,37,12,-30,22,70.1,400,-210,191,999.9,3.73
2017,1,6,5,-3.2,2.2,-1.3,171521,4.6,525,27,12,-28,12,70.1,305,-136,169,999.9,3.73
2017,1,7,4.5,-0.3,0.8,-1.8,140269,4.5,533,27,12,-20,12,70.1,144,-52,92,999.9,3.73
2017,1,8,5.1,-1.5,2.9,-1.6,142314,4.9,529,27,12,-18,12,70.1,174,-83,91,999.9,3.73
2017,1,9,3.4,-1.9,0,-0.5,177333,5.6,516,23,12,-16,9,70.1,304,-182,122,999.9,3.73
2017,1,10,4,-3.2,-0.5,0,181544,5.5,511,23,12,-12,9,70.1,365,-251,113,999.9,3.73
2017,1,11,4.9,1.7,-2.9,-1.7,138267,5.5,520,23,12,-15,9,70.1,255,-150,104,999.9,3.73
2017,1,12,4.2,0.6,2.7,-0.7,135834,5.6,515,23,12,-13,9,70.1,342,-254,87,999.9,3.73
2017,1,13,3.7,1.1,0.1,-2.1,151589,5.7,516,23,12,-12,9,70.1,279,-193,86,999.9,3.73
2017,1,14,4.7,2.9,1.8,-0.4,131473,5.1,513,23,12,-13,9,70.1,182,-138,44,999.9,3.73
2017,1,15,4.6,0.6,4.1,0.7,121805,5.3,501,30,12,-11,15,70.1,149,-136,13,999.9,3.73
2017,1,16,4.1,1.3,3.1,-0.8,110364,5.3,495,30,12,-13,15,70.1,170,-158,13,999.9,3.73
2017,1,17,3.7,0.7,1.9,-1.8,117563,5.3,486,30,12,-15,15,70.1,465,-393,71,999.9,3.73
2017,1,18,3.4,3.1,1.1,-0.4,101535,5.5,484,20,12,-13,7,70.1,256,-226,30,999.9,3.73
2017,1,19,3.4,2,1.5,-1.4,98660,5.3,478,20,12,-11,7,70.1,72,-48,24,999.9,3.73
2017,1,20,3.1,0.9,2.2,-0.4,94592,5,478,20,12,-11,7,70.1,66,-40,26,999.9,3.73
2017,1,21,3.5,-1.3,2.2,0.9,95784,5,475,17,12,-12,6,70.1,81,-59,22,999.9,3.73
2017,1,22,3.9,-3.4,1.6,0.1,105764,5.6,460,17,12,-11,6,70.1,110,-100,11,999.9,3.73
2017,1,23,4,-3.7,-0.3,0.6,101429,5.3,463,17,12,-8,6,70.1,101,-77,23,999.9,3.73
2017,2,0,3.1,-2.5,-1.9,-0.2,120027,4.9,466,17,12,-4,6,70.6,52,-30,22,999.9,3.72
2017,2,1,2.2,-1.9,-0.3,-0.4,115156,4.4,463,17,12,-5,6,70.6,46,-10,36,999.9,3.72
2017,2,2,2.3,-0.9,-0.1,-1.5,79806,3.7,447,17,12,-8,6,70.6,49,-17,31,999.9,3.72
2017,2,3,3.1,0.5,0.9,-1.4,54317,4,429,23,12,-10,9,70.6,66,-29,37,999.9,3.72
2017,2,4,3.1,1,0.4,-2.4,50161,4.5,431,23,12,-11,9,70.6,157,-94,63,999.9,3.72
2017,2,5,3.2,0.2,1.5,-2.6,46849,5.1,426,23,12,-9,9,70.6,110,-38,72,999.9,3.72
2017,2,6,3.5,-0.3,1,-3.1,47556,5.6,418,20,12,-11,7,70.6,131,-38,93,999.9,3.72
2017,2,7,3.6,0.5,-0.2,-3.5,43120,5.4,413,20,12,-15,7,70.6,141,-95,46,999.9,3.72
2017,2,8,3.4,-1.2,-0.9,-2.8,44610,5.7,395,20,12,-14,7,70.6,310,-236,74,999.9,3.72
2017,2,9,3.3,-1.4,-0.8,-2.6,41939,5.3,391,17,12,-11,6,70.6,282,-174,108,999.9,3.72
2017,2,10,3.5,-0.6,-2,-2.3,38802,5.2,399,17,12,-11,6,70.6,259,-181,78,999.9,3.72
2017,2,11,4.3,-0.1,-2.2,-3.5,37675,5.6,400,17,12,-13,6,70.6,301,-163,138,999.9,3.72
2017,2,12,4.7,-0.2,-0.5,-4.5,38090,6.2,397,13,12,-17,5,70.6,449,-248,201,999.9,3.72
2017,2,13,5.4,0,-0.2,-5.4,34436,5.5,397,13,12,-23,5,70.6,464,-302,161,999.9,3.72
2017,2,14,4.7,-0.6,2.6,-3.7,51044,6.9,393,13,12,-28,5,70.6,441,-321,120,999.9,3.72
2017,2,15,4.4,-1.1,3.4,-2.5,51516,6.9,390,20,12,-27,7,70.6,338,-219,118,999.9,3.72
2017,2,16,4.8,-2.6,3.4,-2.1,47357,6.4,385,20,12,-24,7,70.6,251,-172,80,999.9,3.72
2017,2,17,5.1,-3.6,3.6,-0.3,48937,6.3,381,20,12,-22,7,70.6,281,-221,60,999.9,3.72
2017,2,18,5.1,-3.4,3.8,0.3,49960,7,377,3,12,-19,2,70.6,102,-67,35,999.9,3.72
2017,2,19,5.5,-3.4,4.2,-0.2,47051,6.9,370,3,12,-17,2,70.6,36,-24,12,999.9,3.72
2017,2,20,6.9,-5.6,3.7,1.5,38346,6.3,381,3,12,-16,2,70.6,31,-22,8,999.9,3.72
2017,2,21,7,-5.9,2.9,2.1,45744,8.4,385,7,12,-14,3,70.6,31,-18,12,999.9,3.72
2017,2,22,7.4,-6.5,2.5,2.3,55268,6.3,387,7,12,-14,3,70.6,48,-29,19,999.9,3.72
2017,2,23,6.6,-5.4,3.3,1.5,74695,8.4,377,7,12,-9,3,70.6,40,-18,22,999.9,3.72
2017,3,0,6.4,-4.9,4,-0.3,58462,8.6,367,3,11,-6,2,71,30,-8,22,999.9,3.74
2017,3,1,6.5,-5.3,3.4,-0.4,69354,8.1,371,3,11,-7,2,71,33,-8,25,999.9,3.74
2017,3,2,6.2,-4.8,3.5,0.2,66313,8.3,372,3,11,-6,2,71,41,-11,31,999.9,3.74
2017,3,3,5.5,-1.1,2.6,-1.7,63145,9.6,380,17,11,-5,6,71,46,-13,33,999.9,3.74
2017,3,4,5.6,-2.6,3.5,-1,50794,12.3,373,17,11,-6,6,71,119,-39,80,999.9,3.74
2017,3,5,5.7,-3.4,3.9,-1.5,39152,16.3,378,17,11,-4,6,71,111,-31,79,999.9,3.74
2017,3,6,7.3,-4.4,5.3,1,35057,22.8,390,20,11,0,7,71,130,-40,89,999.9,3.74
2017,3,7,5.6,-0.3,-0.5,-1.6,39403,29.1,389,20,11,6,7,71,111,-57,54,999.9,3.74
2017,3,8,9.2,6.2,-3.6,4.7,77605,20.8,412,20,11,3,7,71,103,-56,47,999.9,3.74
2017,3,9,10.5,-4,0.1,-4.9,90022,14.2,448,37,11,7,22,71,119,-63,56,999.9,3.74
2017,3,10,6.7,-3.3,-0.3,-4,188682,14.1,472,37,11,-5,22,71,469,-377,92,999.9,3.74
2017,3,11,5.2,-0.5,-2.9,-3,246836,12.3,466,37,11,-16,22,71,519,-462,57,999.9,3.74
2017,3,12,6.2,4.2,-1.7,1,264667,10.6,474,27,11,-22,12,71,321,-251,70,999.9,3.74
2017,3,13,8.3,6.8,-2.6,0.3,237424,9.5,497,27,11,-20,12,71,168,-67,101,999.9,3.74
2017,3,14,8.2,6.6,-3.4,1.1,209367,8.5,506,27,11,-17,12,71,96,-47,49,999.9,3.74
2017,3,15,7.8,5.5,-4.1,-2.4,189042,6.8,514,30,11,-15,15,71,202,-167,35,999.9,3.74
2017,3,16,7.2,3.7,-2.4,-2.8,170538,5.6,523,30,11,-15,15,71,159,-113,46,999.9,3.74
2017,3,17,7.6,6,-4.3,1.1,176585,5.4,489,30,11,-21,15,71,348,-278,70,999.9,3.74
2017,3,18,7.4,5.7,-4.3,0,136904,6.3,468,27,11,-27,12,71,289,-186,103,999.9,3.74
2017,3,19,8.2,5.9,-4.5,-3.2,144594,7.4,448,27,11,-19,12,71,142,-77,66,999.9,3.74
2017,3,20,9,4.3,-6.3,-1.8,97611,6.2,447,27,11,-19,12,71,227,-129,99,999.9,3.74
2017,3,21,8.5,3.1,-7,2.2,69405,6.2,430,27,11,-22,12,71,263,-173,90,999.9,3.74
2017,3,22,8.1,4.4,-6.2,-1.3,65583,7,409,27,11,-19,12,71,69,-25,44,999.9,3.74
2017,3,23,7.7,5.4,-5.3,-0.3,43924,7.6,403,27,11,-17,12,71,54,-28,26,999.9,3.74
2017,4,0,7.5,3.3,-6.5,-0.3,43941,9.6,412,10,0,-11,4,70,76,-24,52,999.9,3.71
2017,4,1,7.3,5.2,-4.1,1.5,47449,11.9,407,10,0,-8,4,70,52,-12,40,999.9,3.71
2017,4,2,7.3,4.1,-5.5,1.6,49564,12,408,10,0,-4,4,70,45,-5,40,999.9,3.71
2017,4,3,7.4,3.6,-5.9,1.6,51020,13.5,403,17,0,1,6,70,56,-5,51,999.9,3.71
2017,4,4,7,5.4,-2.5,2.6,36693,23.8,387,17,0,12,6,70,67,-3,64,999.9,3.71
2017,4,5,11.3,5.2,-5.4,2.8,43612,30.6,390,17,0,11,6,70,71,-9,62,999.9,3.71
2017,4,6,13.9,-1.2,-12.7,0.8,50937,15.6,394,13,0,8,5,70,96,-13,82,999.9,3.71
2017,4,7,11.9,6.2,-2.8,2.3,142982,9.1,430,13,0,3,5,70,48,-10,38,999.9,3.71
2017,4,8,11.8,-1.5,-10.9,-0.7,219444,5.9,451,13,0,-1,5,70,50,-23,27,999.9,3.71
2017,4,9,9.7,5.1,-6.9,1.4,244747,7.5,457,20,0,-2,7,70,109,-51,57,999.9,3.71
2017,4,10,9.9,7.2,-4.6,3,167926,7.2,467,20,0,-4,7,70,295,-175,120,999.9,3.71
2017,4,11,9.9,5.4,-7,0.9,157142,6,498,20,0,-4,7,70,162,-102,60,999.9,3.71
2017,4,12,10.4,5.5,-7.5,0.2,157541,5.7,507,23,0,-7,9,70,146,-84,62,999.9,3.71
2017,4,13,11.5,9.7,-3.5,4.6,109138,5.7,489,23,0,-11,9,70,172,-82,90,999.9,3.71
2017,4,14,10.1,7.5,-5.6,1.9,246497,7.4,495,23,0,-7,9,70,83,-7,76,999.9,3.71
2017,4,15,8.7,6.4,-4,2.3,271539,7.8,504,23,0,-4,9,70,84,-43,41,999.9,3.71
2017,4,16,7.8,6.5,-2.9,2.6,196618,6.8,497,23,0,-15,9,70,118,-78,40,999.9,3.71
2017,4,17,7,6.3,-2.7,-0.3,211567,7.8,496,23,0,-15,9,70,52,-19,32,999.9,3.71
2017,4,18,6.5,6.1,-1.1,0.1,180980,7.3,496,37,0,-18,22,70,435,-352,84,999.9,3.71
2017,4,19,5.9,2.9,-1.1,-1.2,168271,7.1,503,37,0,-23,22,70,765,-640,125,999.9,3.71
2017,4,20,7.4,2.2,-5.7,-1.7,116154,6,490,37,0,-24,22,70,430,-297,133,999.9,3.71
2017,4,21,8.4,6.2,-4.3,1.4,121024,5.7,485,33,0,-28,18,70,319,-186,134,999.9,3.71
2017,4,22,8.7,4.4,-6.4,-0.8,111197,5.7,497,33,0,-23,18,70,205,-89,117,999.9,3.71
2017,4,23,8.9,4.2,-7.3,-2.4,114279,5.1,501,33,0,-22,18,70,333,-223,110,999.9,3.71
2017,5,0,8.5,5.4,-5.6,-2.1,126336,5.5,505,33,0,-20,18,70.9,372,-181,191,999.9,3.69
2017,5,1,8.9,5.6,-5.6,-3.7,120244,5.7,510,33,0,-18,18,70.9,425,-156,269,999.9,3.69
2017,5,2,9.2,6.1,-5.9,-3.2,107442,6.7,513,33,0,-18,18,70.9,442,-147,295,999.9,3.69
2017,5,3,9.7,7.4,-5.5,0.3,117550,7.9,511,33,0,-18,18,70.9,236,-60,177,999.9,3.69
2017,5,4,7.4,4.5,-0.6,-0.8,214356,10.5,530,33,0,-11,18,70.9,157,-24,132,999.9,3.69
2017,5,5,6,1.7,0.8,-0.2,249786,10.5,536,33,0,-6,18,70.9,280,-106,174,999.9,3.69
2017,5,6,5.8,3.4,1.6,3,238395,9.1,516,20,0,-11,7,70.9,234,-60,174,999.9,3.69
2017,5,7,6.4,4.9,-0.1,2.8,172814,7,494,20,0,-10,7,70.9,73,-15,58,999.9,3.69
2017,5,8,5.9,5,-0.4,1,227008,4.2,513,20,0,-12,7,70.9,41,-11,30,999.9,3.69
2017,5,9,6.9,4.1,1.6,3.7,201425,3.9,523,20,0,-10,7,70.9,52,-25,27,999.9,3.69
2017,5,10,6.4,4.8,-2.3,-2,211231,3.2,576,20,0,-9,7,70.9,34,-16,19,999.9,3.69
2017,5,11,5.8,0.7,1.9,-0.2,247493,4.5,582,20,0,-5,7,70.9,106,-52,55,999.9,3.69
2017,5,12,8,-3.9,6,0.9,196754,5.8,619,30,0,-3,15,70.9,262,-172,90,999.9,3.69
2017,5,13,7.2,-1.3,0.5,1.9,235308,6.5,645,30,0,-2,15,70.9,482,-443,39,999.9,3.69
2017,5,14,8.5,5.7,-4,1.2,325132,4.3,681,30,0,-3,15,70.9,255,-209,46,999.9,3.69
2017,5,15,9.8,5.5,-4.8,-0.1,367113,5.7,713,37,0,-3,22,70.9,585,-512,73,999.9,3.69
2017,5,16,9.6,4.8,-4.3,-1.5,563041,7.3,701,37,0,-9,22,70.9,621,-522,99,999.9,3.69
2017,5,17,9.7,6.5,-4.9,-0.1,572469,7.5,688,37,0,-16,22,70.9,311,-147,164,999.9,3.69
2017,5,18,9.3,8.6,-1,-1.4,481273,7.5,677,37,0,-15,22,70.9,294,-147,147,999.9,3.69
2017,5,19,9.4,5.7,-5.5,-2.4,470161,5.6,685,37,0,-10,22,70.9,210,-128,82,999.9,3.69
2017,5,20,9.9,7.3,-4.2,-0.9,396781,5.3,661,37,0,-10,22,70.9,246,-161,86,999.9,3.69
2017,5,21,9.5,5.6,-4.3,-0.2,449190,5.4,650,40,0,-14,27,70.9,243,-108,136,999.9,3.69
2017,5,22,8.6,1.7,-6.5,-4.2,345999,3.5,687,40,0,-20,27,70.9,305,-205,100,999.9,3.69
2017,5,23,5.2,3.2,-2.2,-1.7,185456,2.2,703,40,0,-33,27,70.9,580,-429,152,999.9,3.69
2017,6,0,5,2.9,-3.1,-1,202336,2.4,705,37,0,-29,22,69.6,318,-215,104,999.9,3.69
2017,6,1,4.3,3.1,0.6,-1.1,245491,2.7,709,37,0,-29,22,69.6,312,-143,169,999.9,3.69
2017,6,2,4.3,0.7,-1.4,0.3,246008,2.7,734,37,0,-29,22,69.6,308,-176,132,999.9,3.69
2017,6,3,4.4,2.2,-1.3,-0.1,269123,2.7,717,37,0,-22,22,69.6,278,-126,152,999.9,3.69
2017,6,4,4.7,-0.7,-4.1,0.7,239547,2.5,745,37,0,-16,22,69.6,275,-139,136,999.9,3.69
2017,6,5,4.6,2.9,-1.8,-0.5,175781,2.6,706,37,0,-15,22,69.6,194,-66,127,999.9,3.69
2017,6,6,4.3,2.8,-0.4,0.5,187228,2.5,705,27,0,-18,12,69.6,194,-58,135,999.9,3.69
2017,6,7,4.6,4,0.8,0.4,136069,2.3,695,27,0,-21,12,69.6,169,-96,74,999.9,3.69
2017,6,8,4.9,4.8,-0.7,-0.5,86551,2.1,675,27,0,-16,12,69.6,334,-245,89,999.9,3.69
2017,6,9,5.1,4.3,-2.2,0,109838,2.1,670,23,0,-19,9,69.6,262,-181,81,999.9,3.69
2017,6,10,4.8,1.5,-3.6,-0.3,154934,1.9,693,23,0,-18,9,69.6,141,-101,40,999.9,3.69
2017,6,11,4.5,3.5,-1.5,0.3,118079,2,660,23,0,-16,9,69.6,253,-189,64,999.9,3.69
2017,6,12,4.8,2.7,-0.7,-0.8,170593,2.3,678,27,0,-14,12,69.6,368,-311,58,999.9,3.69
2017,6,13,5,0.7,-3.7,-0.4,179225,2.1,701,27,0,-19,12,69.6,521,-460,61,999.9,3.69
2017,6,14,4.9,1.9,-1.9,1.9,179436,2.1,681,27,0,-20,12,69.6,470,-309,161,999.9,3.69
2017,6,15,4.9,2.4,-3.2,0.4,155585,1.8,674,27,0,-15,12,69.6,153,-79,74,999.9,3.69
2017,6,16,4.8,2.5,-3.2,0,180199,2.2,673,27,0,-15,12,69.6,221,-190,31,999.9,3.69
2017,6,17,4.7,2.1,-3.1,0.2,204856,2.4,684,27,0,-19,12,69.6,373,-321,52,999.9,3.69
2017,6,18,4.4,2.6,-1.4,0.5,217926,2.8,679,27,0,-18,12,69.6,276,-179,97,999.9,3.69
2017,6,19,3.9,1.6,-0.8,0,242937,2.8,687,27,0,-15,12,69.6,104,-50,54,999.9,3.69
2017,6,20,4.3,1.8,-1.8,-0.2,195917,2.6,682,27,0,-15,12,69.6,165,-126,39,999.9,3.69
2017,6,21,4.7,2.3,-2.3,0.6,167643,2.6,673,30,0,-16,15,69.6,317,-257,60,999.9,3.69
2017,6,22,4.9,2,-3.6,0.4,169235,2.7,674,30,0,-14,15,69.6,254,-192,62,999.9,3.69
2017,6,23,4.9,1.8,-3.3,-0.5,176223,2.7,677,30,0,-13,15,69.6,119,-65,54,999.9,3.69
2017,7,0,4.8,0.8,-2.7,-1.1,177166,2.6,686,37,0,-16,22,69.7,171,-105,66,999.9,3.67
2017,7,1,4.5,2.7,-0.9,-0.2,163819,2.6,661,37,0,-17,22,69.7,401,-248,153,999.9,3.67
2017,7,2,4.9,3.3,-2,0.2,165283,2.7,653,37,0,-14,22,69.7,137,-44,93,999.9,3.67
2017,7,3,4.7,3.2,-2.4,0.4,191891,2.1,666,30,0,-13,15,69.7,68,-16,53,999.9,3.67
2017,7,4,3.7,0.6,-1.3,-1.3,282444,2.2,723,30,0,-13,15,69.7,114,-41,73,999.9,3.67
2017,7,5,4.1,-1.2,-2.7,-1.9,270961,1.9,734,30,0,-15,15,69.7,185,-73,112,999.9,3.67
2017,7,6,3.3,-1.1,-0.3,-1.1,262709,2,739,33,0,-17,18,69.7,135,-78,57,999.9,3.67
2017,7,7,3.4,1.4,-1.8,0.2,259547,1.9,705,33,0,-15,18,69.7,123,-70,54,999.9,3.67
2017,7,8,3.9,3.3,-1.6,0.1,180988,2,689,33,0,-13,18,69.7,189,-98,91,999.9,3.67
2017,7,9,4.4,2,-3.5,0.8,177207,1.8,681,27,0,-11,12,69.7,235,-164,71,999.9,3.67
2017,7,10,4.8,2.1,-2.9,0.7,168113,2,688,27,0,-9,12,69.7,229,-158,71,999.9,3.67
2017,7,11,5,1.4,-2,-1.8,169705,2,701,27,0,-11,12,69.7,192,-105,88,999.9,3.67
2017,7,12,4.9,1.4,-0.7,-2.1,192824,2.4,704,43,0,-10,32,69.7,796,-671,125,999.9,3.67
2017,7,13,4.4,2.2,-1.3,0.9,192874,2.7,695,43,0,-17,32,69.7,381,-287,94,999.9,3.67
2017,7,14,4,3.2,-0.5,0.4,168453,2.6,681,43,0,-15,32,69.7,152,-57,95,999.9,3.67
2017,7,15,4.2,2.5,-0.8,1.8,159069,2.7,687,40,0,-14,27,69.7,179,-124,54,999.9,3.67
2017,7,16,4.1,2.4,-2.1,-0.5,150091,2.6,686,40,0,-17,27,69.7,150,-92,58,999.9,3.67
2017,7,17,4,3,0,0.7,133071,2.7,675,40,0,-18,27,69.7,448,-372,77,999.9,3.67
2017,7,18,4.3,2.8,-0.8,1.6,158392,2.5,678,33,0,-20,18,69.7,424,-344,79,999.9,3.67
2017,7,19,4.3,1.5,-2.7,-1.4,162664,2.2,684,33,0,-20,18,69.7,276,-222,53,999.9,3.67
2017,7,20,4.3,0.7,-2.5,-1.1,139298,2,689,33,0,-20,18,69.7,340,-298,43,999.9,3.67
2017,7,21,4.7,3.2,-1.6,-1,123888,2,651,30,0,-22,15,69.7,386,-335,51,999.9,3.67
2017,7,22,4.7,3,-1,0.9,140649,2.3,655,30,0,-24,15,69.7,244,-196,48,999.9,3.67
2017,7,23,4.4,2.8,-0.9,-0.5,171139,2.6,659,30,0,-21,15,69.7,93,-41,52,999.9,3.67
2017,8,0,4.1,1.5,-3,0.5,170612,2.2,671,30,0,-16,15,69.2,58,-12,46,999.9,3.65
2017,8,1,4.7,2.1,-3.4,-1.4,185969,2.5,670,30,0,-17,15,69.2,163,-61,103,999.9,3.65
2017,8,2,4.9,1.1,-4.3,-0.9,183822,2.2,683,30,0,-17,15,69.2,206,-94,113,999.9,3.65
2017,8,3,4.1,0.7,0.8,2,242828,2.6,694,27,0,-14,12,69.2,149,-27,121,999.9,3.65
2017,8,4,4,1.6,-2.5,0.2,265947,2.8,691,27,0,-13,12,69.2,125,-28,98,999.9,3.65
2017,8,5,3.9,2.9,0.1,1.2,245888,2.9,675,27,0,-13,12,69.2,86,-24,62,999.9,3.65
2017,8,6,4.1,3,0,-0.6,223409,2.9,670,23,0,-15,9,69.2,170,-85,85,999.9,3.65
2017,8,7,5.1,2.2,-2,-1.6,154679,2.8,675,23,0,-12,9,69.2,181,-115,66,999.9,3.65
2017,8,8,5.8,-1,-4.5,-3.1,134902,2.2,693,23,0,-13,9,69.2,311,-205,106,999.9,3.65
2017,8,9,4.9,0.5,-3.6,-2.3,214235,2.6,682,33,0,-20,18,69.2,431,-249,182,999.9,3.65
2017,8,10,4.8,1.3,-3.9,-1.1,203801,2.8,675,33,0,-17,18,69.2,642,-396,246,999.9,3.65
2017,8,11,4.7,2.6,-2.7,0.3,176189,2.8,662,33,0,-17,18,69.2,454,-212,242,999.9,3.65
2017,8,12,4.5,3.5,-1.9,-0.1,163217,2.8,658,30,0,-19,15,69.2,430,-236,194,999.9,3.65
2017,8,13,4.3,2.5,-1.6,0.4,163058,2.5,666,30,0,-18,15,69.2,321,-235,86,999.9,3.65
2017,8,14,4.1,1.5,-2.5,-1,172286,2.3,690,30,0,-15,15,69.2,296,-241,55,999.9,3.65
2017,8,15,4.4,2.7,-2.5,-0.6,159961,2.1,674,27,0,-18,12,69.2,287,-225,61,999.9,3.65
2017,8,16,4.4,0.2,-3.5,-0.7,155028,1.7,682,27,0,-24,12,69.2,215,-160,55,999.9,3.65
2017,8,17,4.4,0.5,-3.3,-1.9,171920,1.9,682,27,0,-22,12,69.2,170,-100,71,999.9,3.65
2017,8,18,3.9,1.9,-1.1,-0.8,158648,2.2,672,37,0,-21,22,69.2,483,-415,68,999.9,3.65
2017,8,19,3.8,3.2,0.7,0.7,152841,2.4,662,37,0,-19,22,69.2,284,-191,93,999.9,3.65
2017,8,20,4.1,2.9,-2,0.1,137806,2.2,660,37,0,-20,22,69.2,175,-120,55,999.9,3.65
2017,8,21,4.2,1.5,-3,-0.3,158487,1.9,682,40,0,-24,27,69.2,147,-86,60,999.9,3.65
2017,8,22,4.1,3.1,-1.7,-0.6,153998,2.2,667,40,0,-28,27,69.2,492,-402,90,999.9,3.65
2017,8,23,4.1,3.5,-1.7,0.8,116933,1.8,657,40,0,-31,27,69.2,276,-195,81,999.9,3.65
2017,9,0,4.2,3.3,-0.9,-1.8,131257,2,655,33,0,-29,18,68.9,246,-139,107,999.9,3.66
2017,9,1,4.2,2,-1.9,-2.4,149615,1.9,668,33,0,-25,18,68.9,194,-111,83,999.9,3.66
2017,9,2,4,3.4,0,1.2,147560,2,651,33,0,-24,18,68.9,115,-47,68,999.9,3.66
2017,9,3,4.4,3.5,-1.5,-0.6,145494,2.1,645,23,0,-22,9,68.9,75,-23,53,999.9,3.66
2017,9,4,4.3,0.5,-3,-0.6,155995,1.7,675,23,0,-20,9,68.9,91,-31,61,999.9,3.66
2017,9,5,4.5,0.1,-3.7,-0.2,141123,1.7,678,23,0,-17,9,68.9,101,-24,76,999.9,3.66
2017,9,6,4.2,3.7,0.7,1.4,118955,1.6,639,17,0,-16,6,68.9,73,-19,54,999.9,3.66
2017,9,7,4.2,4.1,0.1,0.4,74513,1.3,632,17,0,-14,6,68.9,63,-18,45,999.9,3.66
2017,9,8,4,3.8,1,-0.3,147034,1.7,631,17,0,-13,6,68.9,102,-59,43,999.9,3.66
2017,9,9,4.1,4,0.7,0,140156,2.1,628,20,0,-12,7,68.9,175,-135,40,999.9,3.66
2017,9,10,4.2,3.5,1.4,0.9,121081,1.6,632,20,0,-11,7,68.9,263,-204,60,999.9,3.66
2017,9,11,4.4,3.7,-1.2,0.3,82806,1.6,622,20,0,-14,7,68.9,212,-163,49,999.9,3.66
2017,9,12,4.5,-0.5,-2.5,-0.7,121067,1.6,658,33,0,-16,18,68.9,182,-124,58,999.9,3.66
2017,9,13,5.1,-0.7,-3.6,-2.9,131113,1.7,677,33,0,-17,18,68.9,613,-522,91,999.9,3.66
2017,9,14,5.3,0.5,-4.4,-0.8,164721,1.9,661,33,0,-23,18,68.9,390,-358,32,999.9,3.66
2017,9,15,5.3,0.5,-5,-0.7,198332,2,664,33,0,-21,18,68.9,212,-149,63,999.9,3.66
2017,9,16,5.3,1.5,-4.4,-0.5,189688,2.4,646,33,0,-19,18,68.9,413,-293,119,999.9,3.66
2017,9,17,4.8,1,-3.2,1.2,233160,2.6,649,33,0,-19,18,68.9,137,-62,75,999.9,3.66
2017,9,18,4.4,0.9,-3,2.3,218762,2.6,655,13,0,-16,5,68.9,61,-17,44,999.9,3.66
2017,9,19,4.3,0.3,-3.6,0.7,187428,2.4,660,13,0,-13,5,68.9,52,-30,22,999.9,3.66
2017,9,20,3.4,1.8,-1.8,1.5,188624,2.4,643,13,0,-15,5,68.9,46,-21,25,999.9,3.66
2017,9,21,3.9,3.2,-0.1,1.1,135809,2.2,629,23,0,-17,9,68.9,62,-39,22,999.9,3.66
2017,9,22,3.7,3,-0.7,1.2,134641,2.3,623,23,0,-20,9,68.9,85,-64,21,999.9,3.66
2017,9,23,3.5,3.1,-1.2,-0.6,106504,2,613,23,0,-19,9,68.9,139,-110,29,999.9,3.66
2017,10,0,3.8,2.7,-2.6,0.1,96040,1.8,608,20,0,-21,7,70.3,111,-83,28,999.9,3.67
2017,10,1,4,2.3,-2.7,1.5,85093,1.6,606,20,0,-21,7,70.3,80,-35,45,999.9,3.67
2017,10,2,4.1,3.3,-1.8,1.4,90811,1.6,586,20,0,-20,7,70.3,47,-2,45,999.9,3.67
2017,10,3,3.6,3.1,0.1,0.4,164427,2.4,591,20,0,-18,7,70.3,49,-8,41,999.9,3.67
2017,10,4,3.5,1.9,-1.6,-0.5,179516,2.3,594,20,0,-17,7,70.3,77,-21,55,999.9,3.67
2017,10,5,3.4,2.3,-1,1,152756,3,597,20,0,-16,7,70.3,110,-36,74,999.9,3.67
2017,10,6,3.9,-0.2,-2,-0.1,113654,2.9,616,20,0,-11,7,70.3,158,-84,74,999.9,3.67
2017,10,7,4,2.1,-2.3,1.8,135490,3.4,600,20,0,-5,7,70.3,103,-29,74,999.9,3.67
2017,10,8,3.8,-0.9,-2.2,-0.7,96267,2.9,600,20,0,-5,7,70.3,106,-18,88,999.9,3.67
2017,10,9,3.6,-2.6,-2.3,0.4,79825,2.5,598,7,0,-7,3,70.3,67,-29,38,999.9,3.67
2017,10,10,3.4,-2.8,-1.4,1,69884,2.4,590,7,0,-8,3,70.3,69,-38,31,999.9,3.67
2017,10,11,3.3,-2.4,-1.4,1.1,73856,2.1,574,7,0,-10,3,70.3,84,-50,34,999.9,3.67
2017,10,12,3.4,-1.5,-2.4,0.1,66939,2.1,575,10,0,-11,4,70.3,166,-125,41,999.9,3.67
2017,10,13,2.8,0.8,-2.3,0.4,84051,2,553,10,0,-16,4,70.3,202,-133,69,999.9,3.67
2017,10,14,3.6,0,-2.1,1.5,84926,2.6,560,10,0,-13,4,70.3,129,-61,68,999.9,3.67
